lat,long
43.28237,5.59615
48.06873,-3.20039
47.2599,6.02829
50.54972,3.01636
46.95805,1.99535
49.91864,1.07866
48.76038,5.58816
49.24985,-0.23386
43.63075,0.57643
43.44466,5.43325
44.85131,-0.54261
44.61293,-1.11384
50.6798,3.1728
49.21155,1.17573
45.17041,4.82225
43.54974,6.98829
50.64911,3.08568
49.53252,1.98695
48.83843,2.35262
49.44499,1.14973
45.32829,3.84075
46.98285,3.11993
50.61016,3.0309
44.7278,5.00687
51.03797,2.39834
50.62133,3.07422
43.64934,6.9154
49.20355,-0.35445
47.85824,1.90866
43.82365,4.3498
50.49633,2.9608
45.00798,4.39963
46.46456,4.1093
45.59815,4.30181
47.9463,5.73528
48.6989,2.18644
48.67622,5.88746
47.22688,-1.61079
48.06132,7.04252
48.99189,2.44929
48.94453,2.23699
45.74095,4.89089
45.36348,5.58806
47.35315,5.05038
48.93681,2.37312
44.92579,2.41172
47.03303,4.83262
44.01179,1.36311
49.46174,1.11727
48.87264,2.35037
43.11476,6.12417
49.47811,2.99128
49.20174,7.00985
48.63069,-3.29516
45.77906,3.07609
48.19284,3.29857
45.52807,0.66602
47.08483,2.43857
45.68451,-0.29651
50.37895,2.32263
50.94265,1.89555
46.04281,4.0792
48.4003,-4.48948
46.31501,-0.45267
48.28892,6.96441
43.38805,0.05317
48.40199,-4.5282
48.94093,2.87307
48.83951,-1.59749
46.17262,4.80472
48.67812,6.13688
50.61262,2.98656
43.26236,5.40989
43.57251,5.36258
48.96318,2.53556
48.88966,5.5398
48.1377,-1.65727
43.75735,-0.57131
44.00642,1.37933
43.62983,3.85152
43.62626,3.90799
45.245,0.34004
49.00323,2.29176
48.92885,2.49655
47.57688,6.87332
48.0579,-0.78781
44.91105,4.89019
47.91599,7.19503
50.53312,2.80777
49.3632,6.14598
46.30914,3.28606
48.4077,-2.91502
48.84488,2.21815
43.32609,-1.02705
44.49753,0.9647
47.6431,6.86357
48.24488,7.17454
47.97954,3.396
48.18927,0.66268
45.74132,4.878
48.82924,2.31105
48.74609,7.34929
43.61324,1.39986
49.15933,4.33856
48.94281,2.16115
49.86792,2.27586
43.84767,4.37441
48.52548,-1.32906
47.3189,5.05684
48.79508,2.34839
43.62621,3.85757
43.29924,5.50394
48.28516,4.05773
44.61166,4.39055
44.09034,7.59473
45.7509,-0.643
43.95894,3.85655
48.88502,2.40108
48.7309,2.29191
43.30388,5.42243
44.12198,4.08691
44.79756,-0.65717
48.83568,-0.8841
48.9096,2.48794
43.05551,2.21948
43.46045,3.41915
49.04852,3.95078
49.61879,0.7454
48.84254,-1.2222
43.59819,1.3388
47.49023,3.90468
47.17836,-1.49343
45.21767,2.33992
49.44787,-2.55812
49.74422,0.38646
47.38994,0.68054
44.3226,5.81115
48.84596,2.23176
47.14098,-1.33656
45.88835,0.89766
43.35437,3.22778
49.41983,1.05686
48.76536,2.32044
45.53393,3.25404
48.65573,2.31295
46.80413,4.44852
50.28901,4.10165
49.02278,1.12666
43.29216,5.41972
48.84364,2.19707
49.92539,4.07326
43.91928,4.80266
49.74182,3.08546
45.84159,1.48378
50.47824,2.55124
50.69612,3.18712
45.88916,4.43865
49.09787,6.70556
50.72436,1.64364
45.05176,5.05901
47.81189,-3.26048
50.09658,3.53921
45.05322,3.90349
51.03335,2.39439
49.63554,5.16826
44.44496,1.43637
50.11484,3.92243
48.78867,2.25537
48.95015,7.64209
44.50475,0.16133
47.8627,4.55935
44.83909,-0.60635
43.81889,6.09024
47.26069,0.91229
47.56258,7.57621
46.23624,1.56109
47.26716,-2.25735
43.6429,3.83197
49.20391,-2.0444
49.03358,2.344
45.95277,1.75204
43.71009,-0.83991
50.15257,2.35221
47.27262,0.85764
48.72431,-3.44256
45.34693,5.65786
48.8201,2.22446
42.7274,2.87538
43.59977,1.43659
46.6476,-1.4302
44.03512,-0.91988
43.87887,7.45166
50.43913,2.81815
44.11018,0.88748
47.09757,-1.49153
47.22718,2.05141
48.30602,3.12404
50.33817,3.10322
46.35953,6.48035
47.0607,6.60278
43.61913,3.16185
48.88752,2.39322
44.99761,-0.44603
49.63077,2.29807
48.43402,-4.50637
48.42941,-4.6197
50.1614,3.48535
42.49054,2.75398
43.33227,5.42511
45.6894,4.82356
49.14914,0.90638
50.70258,2.25236
46.56744,4.89281
45.63681,4.3896
49.53763,5.78045
45.41749,4.67183
45.77023,4.95825
45.7168,4.92655
43.73764,7.42422
48.12357,-1.63791
43.70628,-1.05104
43.31563,5.4763
45.61203,5.15409
48.95418,2.52462
44.84185,0.22281
43.48549,-1.53897
44.73236,4.59409
49.56229,3.60887
49.35703,6.15587
43.60792,3.15076
46.09251,3.39103
50.37481,3.00114
47.72597,-1.38158
46.99544,-1.82097
43.91106,2.1685
45.74426,4.01638
48.58401,2.24122
43.47591,0.91067
47.5365,-0.10531
46.13354,-0.80908
49.5015,0.12283
43.65785,6.92978
43.13083,5.87517
48.87836,2.24158
49.1141,6.20961
47.40884,-0.75821
50.00972,4.05977
47.06027,3.93503
43.70835,3.83207
46.77081,-1.23234
48.05596,7.14254
43.80991,4.40869
48.83904,2.35785
47.9162,2.02827
43.62475,3.91127
45.05501,4.85457
43.68986,-1.07793
49.54627,3.40988
50.72886,2.26627
45.85635,3.51947
44.85971,-0.62457
45.77381,4.9729
48.74657,-0.56267
44.63804,-1.11822
48.8354,2.24445
50.68224,3.19774
49.91403,2.51407
47.24363,5.97987
46.67831,5.10994
43.37754,6.29635
45.27836,6.34152
48.82929,2.11792
48.26146,-1.60455
45.60686,4.04745
48.86613,2.40183
47.67969,-2.77548
48.81016,2.35395
47.33273,-2.43374
46.21101,5.25332
42.30179,9.1543
48.87076,2.389
49.40527,2.79853
46.8154,1.69752
49.281,-0.70469
50.61055,3.02822
48.84114,-0.89708
50.5472,3.01416
43.66512,4.12528
43.57705,1.4848
44.72531,3.8406
48.42193,7.66006
45.86477,4.83299
48.31542,0.83897
45.74108,4.87764
50.16796,3.23943
47.1077,2.35685
43.02578,1.61988
44.83379,-0.57905
48.1127,-1.65197
45.32337,5.56227
45.84082,4.61661
47.8123,3.56511
48.8465,2.26477
49.56824,0.46851
43.29188,5.56397
47.9635,0.15485
47.56182,7.58296
46.00704,5.78825
47.23536,6.02097
43.2245,0.07435
44.00425,4.41789
47.3563,-1.93908
49.21827,4.00208
49.241,1.68117
49.19847,7.01614
43.62915,3.86513
49.34968,6.19863
48.27834,4.06959
45.29694,3.38262
43.91247,5.20028
47.31226,5.04343
44.56466,3.29277
49.42866,1.08736
43.08536,6.15701
48.89274,2.27224
43.12701,5.87925
44.09413,5.4168
44.19295,5.9438
43.24118,5.40864
49.40144,2.46423
45.86226,4.8315
49.03619,1.14146
45.74375,4.88262
48.92583,2.36657
47.64596,-2.72943
43.37785,5.35941
50.60734,3.03727
43.87581,5.38317
43.47927,-1.45266
48.26182,7.43386
45.81376,1.2365
46.9008,6.35953
43.00663,3.04386
46.77348,0.80461
43.18219,2.98937
43.67478,4.12831
45.74959,4.87535
49.66414,3.3596
48.62769,7.12275
44.7533,-1.12925
45.5254,4.87676
49.90449,2.31834
48.44446,-2.04738
43.55999,1.42084
48.77818,1.98948
47.83041,-3.3176
47.14546,-0.54179
49.82897,3.28033
45.8152,1.22614
50.25764,3.91105
47.36221,5.0522
43.19622,-0.61703
49.11144,6.72269
43.70944,3.83309
44.90043,4.87703
47.35251,6.35803
45.60055,4.76527
44.78604,-0.6596
47.93513,-2.39448
48.55267,7.76466
46.5794,3.04649
47.80205,1.05726
50.60844,3.03433
48.90397,2.34639
50.66905,3.04706
48.88476,2.17198
46.34204,2.60985
42.78497,0.59569
46.23624,1.4813
43.62927,3.86496
46.48546,2.00477
46.61794,3.76503
43.65699,3.90373
48.62616,2.41242
46.13441,6.41103
43.21791,-0.88993
47.83085,6.09043
46.22415,5.2105
47.22713,-1.56151
44.88215,-0.51875
43.10236,0.95525
48.26866,-2.06245
43.65144,1.51066
48.97006,4.36624
50.44665,3.43332
48.46962,-2.52083
46.95127,4.29327
44.07166,6.17336
43.22604,0.86372
48.63034,2.44983
48.19712,7.31596
45.75239,3.07397
43.30139,5.50243
48.80564,1.90379
44.8645,-0.52205
49.22459,4.05208
48.83692,2.34021
49.52469,0.36382
47.2575,-2.24322
46.43503,0.12624
49.44015,1.10921
44.35225,2.53473
48.83833,2.7097
43.36722,3.25468
48.98391,1.71704
48.39263,-4.49505
48.91373,2.22228
43.72977,7.40945
45.97637,5.60453
48.8168,2.14071
48.74697,-0.01756
48.62763,2.36025
46.32199,6.05825
46.0993,2.68982
48.7426,2.75854
43.36099,-1.40283
44.01012,1.36575
49.4986,0.11283
45.45967,4.76017
43.5805,7.05892
43.83025,5.78054
46.43037,4.66043
43.54985,4.11839
47.2678,1.3795
49.19254,-0.32563
48.13782,-1.66055
43.58284,1.50823
48.10049,-1.71284
48.05881,-0.78076
49.90753,2.29427
43.87159,-0.48488
48.019,0.16376
43.24649,5.412
43.73167,7.28245
45.89599,6.12664
46.02774,0.19534
48.81857,2.36497
42.99957,1.12946
48.56486,7.71696
48.82334,2.27635
46.41033,-0.22083
45.19468,0.73005
43.70195,7.26226
44.84709,-0.52947
48.66615,2.42878
44.01367,7.30292
44.58599,-0.03614
47.83999,-1.68257
50.3763,2.90921
48.63243,2.01117
48.45511,7.48897
43.76,0.29714
48.74678,-0.5416
45.72096,3.34293
47.81333,7.09553
47.52406,-2.48879
48.80442,2.47828
48.62578,-1.98327
48.77321,-3.03418
45.18493,5.75371
45.36535,1.44928
45.65298,-1.0245
48.57152,7.79262
47.76561,6.98445
47.45558,-0.51291
48.78855,2.45893
48.06362,7.36483
45.59695,-0.05943
48.67773,-1.34911
49.37541,2.41787
42.6822,2.91131
45.68907,4.45615
43.54942,6.44515
45.52648,4.61935
48.48276,7.22402
48.89647,2.13536
46.15966,4.16487
47.48746,-0.5041
48.41984,-4.49187
44.80659,-0.61029
47.6732,-0.88764
45.81522,1.22618
49.51667,0.28159
49.20094,7.01116
43.41283,5.03862
50.16509,3.22501
43.56546,7.02825
43.30503,5.50798
47.2932,-1.49547
48.89886,2.33195
48.85463,2.34881
49.22709,4.02236
43.93028,2.16522
46.20261,5.21997
47.68578,6.48928
47.99951,0.20017
49.87087,2.29562
44.56902,2.25228
47.11115,-2.06473
45.1528,5.32292
44.68911,1.56209
47.23899,5.99379
47.4955,4.34567
45.74222,0.38329
47.75194,-3.38564
46.25969,5.63022
43.26023,5.41071
48.84341,2.39945
49.87093,2.29699
48.00961,0.22433
49.08153,1.75856
45.46164,4.76692
49.5019,-1.4641
48.70236,6.14102
43.18146,3.01286
49.30588,3.67791
47.32418,-2.42438
46.09774,4.318
48.48714,7.21583
45.63536,0.11963
43.22032,2.39535
48.39904,7.12739
48.84383,2.46677
43.59222,3.78827
48.11535,-1.67581
48.68613,6.18703
46.57761,3.34626
47.35215,0.71155
45.94264,-1.30359
43.58282,3.86167
43.32593,-0.34661
49.2462,1.39547
48.2417,-3.25548
43.70719,3.83151
48.66397,1.86821
46.2286,6.06729
43.52391,3.92284
48.69684,2.17033
46.28863,4.30555
48.71883,2.40998
48.75881,2.14457
48.93057,2.03792
45.69719,5.90493
49.34033,1.09799
45.73578,4.87591
48.63467,4.95672
49.85951,3.30946
43.11621,0.73355
44.84775,-0.52737
48.01517,0.17755
45.79895,4.22718
49.70513,4.93817
46.81892,0.53899
46.95067,4.29382
50.401,1.55874
48.66007,2.31316
44.82376,-0.58052
46.65259,-0.22047
49.22874,4.01986
45.93256,6.11719
45.91402,6.86241
45.33639,1.05133
47.95914,0.1625
43.92063,5.04851
45.72271,4.85156
47.86985,-3.55613
47.45348,3.50904
48.89998,2.23886
46.4687,-0.81606
48.59282,2.24911
47.33587,0.68926
48.85391,2.40854
47.10626,0.61209
47.59121,2.02875
46.16445,1.87082
47.21647,5.97892
45.81229,1.23554
49.0291,6.05194
44.4333,-0.20811
45.16112,1.49965
46.94015,5.87679
48.82796,-1.57108
46.72567,4.83367
43.73041,3.31581
48.89033,2.26235
43.18047,5.61205
45.9352,6.64112
46.31735,4.81173
49.61955,0.74395
49.37748,-1.42817
49.81549,4.74725
47.50663,7.33013
47.24655,6.0255
42.93266,2.21802
48.12088,5.13995
50.41619,1.56395
43.06645,0.14538
48.20213,-2.98779
43.48736,2.76573
48.68508,-1.35301
43.26818,5.39536
48.92969,2.35528
48.65478,2.30971
45.18659,5.7204
48.71692,7.70946
44.00512,4.40957
47.2224,-1.52318
45.76995,4.82741
47.40792,0.9812
42.92862,1.86082
49.60144,-1.60481
50.6664,3.10177
47.18766,0.29389
47.57275,7.55902
43.61992,1.44096
48.36004,0.35865
43.91291,2.18739
48.78434,2.27342
48.84492,2.23171
49.51943,0.5437
47.19784,-1.53658
44.49179,5.38468
47.23749,-1.63771
49.47702,1.11142
47.72135,-1.37938
49.0207,2.29054
47.96335,-1.49813
43.1336,5.93021
43.62444,0.88041
47.2357,6.01969
43.32658,5.4151
43.96743,0.93598
45.48145,4.36215
44.57619,6.36093
45.90513,3.04369
49.09273,4.9081
48.65625,4.9648
50.63458,3.03114
49.09923,7.09039
45.28426,1.76767
46.64874,4.33272
49.15491,6.80447
43.09951,-0.04661
43.31368,3.1462
43.54309,1.5405
48.82865,-1.04397
43.27798,-0.32596
46.65917,-0.71563
49.11364,6.18003
43.6718,4.63526
46.79831,1.69508
43.28966,5.40368
48.27304,-3.57964
50.61759,3.02314
45.68569,5.92179
45.74049,4.46692
45.84836,1.13163
47.29182,-2.51462
48.70002,2.19009
44.4515,2.47441
49.00201,1.07897
45.48356,6.53486
48.69853,6.1717
49.02853,1.16076
48.82633,2.3677
47.27802,0.80101
43.61644,1.40091
46.22697,5.2361
43.72363,7.28042
45.1477,5.72338
43.62414,3.90988
43.23406,6.14839
43.30005,5.50426
43.55258,1.45356
48.87186,7.48583
49.64877,2.57435
49.4048,2.79819
49.63726,-1.61313
43.18598,2.99678
49.11505,-1.06874
43.30415,-0.36494
49.42832,1.09667
48.83553,2.33996
45.51966,4.86224
49.44847,1.08904
48.05824,0.16232
47.24248,6.02243
48.90662,7.74707
48.89824,2.57196
48.68949,2.30309
47.38773,0.66958
43.66505,4.12506
50.73238,3.115
49.26528,4.04862
43.67685,4.6398
47.20964,-1.5489
48.83305,2.47274
45.74067,4.87708
44.04708,5.02817
49.44862,-2.55817
46.88224,5.90876
46.54154,3.33721
49.44931,1.08206
49.62076,0.74236
45.7289,3.20647
43.08512,6.11321
48.87472,2.40281
47.64946,0.15443
45.70221,4.80865
47.30624,5.10825
50.65294,3.15227
48.68116,6.18963
43.3041,-0.36375
47.06247,-1.2318
44.23962,5.07515
48.67372,7.00296
49.43973,1.10601
48.17113,2.25004
45.74656,-0.65379
42.72544,2.88927
48.90718,2.25338
49.42557,1.08567
49.07964,1.62582
44.73072,4.58371
43.77772,4.83455
45.47725,4.36557
48.30549,6.13335
48.6865,6.19624
45.4691,4.51989
45.34113,2.7528
47.13427,4.9489
43.42109,5.51529
47.82718,-0.70055
44.15883,4.61669
43.3139,5.4105
47.08495,2.43328
49.76217,4.69818
45.18643,5.76034
42.62664,2.74198
47.794,1.06299
49.52904,0.10067
43.29688,5.57215
48.35639,2.12778
48.93512,2.50872
47.24359,-1.35833
47.17221,0.24803
42.69547,2.86435
48.10172,-1.66332
42.97133,-0.39092
48.26271,2.70364
43.72247,7.28127
48.49215,-2.75095
45.96039,2.18218
48.5338,1.99953
48.89027,2.28066
43.19128,6.04468
47.73385,7.33119
50.61928,3.04524
46.72589,2.49595
45.53339,4.88036
47.66462,-2.74566
48.43038,-4.4756
49.3055,1.04232
48.53704,7.72307
45.20479,0.14118
47.17967,-1.57881
49.51933,0.15988
48.24572,-4.48661
44.89926,1.22335
46.57105,3.32617
48.87769,2.45318
48.94113,2.34704
44.18592,0.62908
49.89562,1.07886
49.36101,6.15426
50.41453,1.66245
46.03343,4.05245
43.60662,7.11259
48.19731,3.29416
48.72256,3.7293
46.51523,-1.74945
45.74148,4.89933
49.37313,6.14939
46.83163,-0.38619
48.87368,2.36796
47.34517,-3.1613
48.8815,2.35966
49.45766,1.10716
43.33497,5.47039
50.30441,2.73679
48.84505,2.26855
43.70202,-1.05933
48.63335,4.96152
44.14762,4.82285
50.60974,3.03381
44.73431,1.37517
43.30018,5.46108
47.87532,3.54164
44.05045,5.03642
48.51609,3.71676
48.44851,-2.06099
48.88566,2.38782
47.22519,5.96191
45.97494,5.61171
43.82422,5.78129
43.21296,2.3292
49.19814,-0.38057
45.77199,4.78413
44.56069,4.50112
49.17617,-1.33338
48.69168,2.29166
47.43903,0.64599
43.18523,2.99678
43.71669,5.31139
43.57035,3.83525
47.75306,-3.35654
47.69946,-2.75446
43.48471,-1.46453
48.84941,2.31764
48.79595,2.45264
45.35364,5.49963
47.79707,1.06512
48.62404,-2.01008
48.83329,2.52656
48.1691,6.45211
48.42865,0.07595
44.38289,4.99139
44.13625,0.33706
48.20712,3.29465
45.42466,4.06692
47.24582,-1.57587
44.78548,-0.66056
47.45605,-0.51357
48.78438,2.23286
48.8571,2.78358
48.69155,2.37366
49.29498,2.60751
47.32578,5.01331
47.85742,6.08279
43.84909,4.3774
47.76747,7.30082
45.93986,2.17181
49.16798,-0.34513
43.83157,4.34764
46.34455,2.61912
46.94795,2.95336
44.77639,1.00971
47.44626,5.5861
48.87828,2.37763
45.8214,-1.0981
45.23166,5.67453
48.07037,5.77976
50.68038,3.17431
44.85366,-0.62368
43.27531,5.39305
47.22367,-1.61205
47.19315,-0.27159
46.30542,4.60178
43.64441,0.59255
48.59276,7.75438
46.76441,4.83254
49.34754,2.98586
48.10127,7.23195
44.25603,6.92461
50.36036,3.4987
48.76496,6.11944
43.90176,1.88818
44.81239,-0.64105
48.6612,6.1583
50.60733,3.03714
47.18444,3.01595
43.23453,0.06631
44.40646,0.746
50.42182,2.89214
43.12398,5.97563
49.28372,0.18299
48.91887,2.02295
43.77222,1.68306
48.66735,2.37336
49.24739,2.4604
45.56829,6.15399
49.25326,4.03673
43.05553,2.22152
44.80816,3.27916
48.90062,2.25345
45.98053,5.35046
48.82045,2.20291
50.60863,2.99183
45.64953,0.14668
46.14113,6.3202
43.57659,1.48417
48.67613,2.32111
47.79953,-3.3036
45.75968,4.90782
43.63826,5.08971
44.80356,1.2155
49.19693,2.57559
43.68943,7.24166
44.48848,1.35424
43.60148,7.11835
45.24161,0.81558
48.84246,2.26633
49.20651,-0.3604
48.54373,2.65144
48.17978,6.45312
50.34136,3.34667
48.8109,2.29486
48.90548,2.38919
48.86054,2.54846
48.39426,-4.48652
43.92929,2.17997
47.25032,6.03704
48.83134,2.12563
49.56827,0.48568
44.91843,-0.2291
49.09057,1.48787
50.74568,3.18103
48.71339,2.45935
45.59131,5.27519
50.61053,3.03474
46.79691,4.45291
48.74118,0.92079
51.00752,2.29008
45.76105,4.79709
46.11049,4.74793
44.21716,0.63494
43.31769,5.45855
48.83444,2.29406
49.35336,2.49541
44.05877,6.14757
47.44497,-0.53949
49.37903,1.10378
46.91034,4.75037
44.03463,1.31423
43.60923,7.01171
43.73474,7.41453
48.79661,2.46551
50.60565,3.03291
43.26106,5.41321
49.23068,4.01726
45.45912,-0.43769
48.23251,7.36691
49.3071,-1.24461
43.46388,5.39831
50.45994,2.71732
46.2954,6.78178
43.70116,1.8181
48.84461,2.39192
48.74876,2.48558
43.60967,1.40321
48.69298,2.60559
48.18593,-0.12345
48.88047,2.36017
48.81926,2.14093
48.83246,2.30651
46.01144,4.70787
46.61668,3.76617
45.7394,4.88938
45.6341,-1.06081
45.86455,5.93679
48.73026,7.72181
47.09303,2.39719
44.52754,2.76088
45.86745,4.84798
43.89375,-0.48615
48.88065,2.10679
46.15342,4.58928
45.76233,4.81834
43.57956,3.82504
49.39485,4.70147
47.86787,7.35001
49.04152,7.93211
47.01148,0.07672
43.31604,1.96206
49.12336,6.17059
46.98113,3.12226
49.01966,1.11372
48.841,-0.89731
43.57397,-0.92638
48.83052,2.55052
47.08272,5.4726
48.76881,2.3704
43.898,1.9922
48.58865,6.4913
43.45621,3.42357
49.0466,-1.44081
48.82738,3.09621
44.90596,6.63305
43.84668,6.5081
47.82217,6.38024
46.90388,6.37059
48.87082,2.22229
46.98806,1.16425
48.31501,6.39242
48.84284,2.20485
45.51562,1.20345
48.69847,2.18573
48.44428,2.15614
47.96442,3.51094
44.60611,2.03706
43.57467,6.93399
45.42827,4.41797
43.18602,2.99673
43.72971,0.87493
45.36867,5.59477
49.72028,-2.20565
43.78085,4.09185
48.88295,2.35317
48.8291,2.31362
48.82987,2.11981
48.79355,1.59913
46.31723,-0.46172
47.5203,-2.29237
48.93644,2.45695
48.64707,-3.70927
47.33321,2.83887
48.81883,7.79257
48.5976,-0.34919
49.18528,-0.36698
43.30666,5.38303
44.61309,4.39731
48.82819,2.27846
43.59627,1.42928
50.41641,2.78377
45.93928,6.71493
46.79264,1.70547
44.14662,4.09649
47.23664,-1.63935
48.8352,2.24484
47.88802,6.85832
43.66228,3.90041
43.92572,2.14222
46.42867,0.86677
47.99892,-4.08578
50.1361,4.08789
48.34216,-0.28294
49.37866,2.41191
48.64675,6.1498
47.34807,1.18004
48.15758,-0.40929
43.50201,5.43792
49.63627,-1.65571
50.28215,3.98803
47.39657,4.53873
44.56129,6.49309
44.47853,4.23932
47.72419,7.33876
49.07556,2.07469
45.76311,5.68499
49.20586,-0.35531
46.04295,4.47755
46.26374,4.89032
48.79443,2.38138
45.63468,4.45859
44.10513,1.08827
47.56176,-1.62537
47.27071,6.04581
48.84746,2.13504
49.155,5.38238
49.25938,1.88328
45.78813,4.7866
45.47775,4.3674
48.83193,2.33216
44.54961,-0.23833
48.39079,-4.43945
48.17909,1.38713
47.958,-2.54799
48.74771,6.18266
44.52694,5.06492
48.44094,1.48091
48.78994,2.3575
43.22076,0.05611
49.40427,2.80872
48.69321,-1.35187
43.92627,2.13437
43.73033,7.41109
44.04676,5.02699
49.37037,3.33456
43.72461,7.28229
48.58836,6.09566
43.24458,6.53195
48.84349,2.46642
48.19828,7.19832
47.89074,7.22513
44.35956,5.13705
45.689,5.9168
43.83557,4.34186
42.69098,2.93407
47.37414,-1.17185
45.8061,4.59101
43.27578,5.53113
43.28255,5.37994
47.56472,7.56552
45.81661,1.24599
47.95365,5.74469
48.07266,6.87757
48.46689,1.01094
